1 input_1.asc: UAV Cruise and satellite targeting Mar 14 2025 13:55:26
  0  0 50
time            mach_c1         lonx_c1         latx_c1         alt_c1          
dvbe_c1         psivgx_c1       thtvgx_c1       SBEG1_c1        SBEG2_c1        
SBEG3_c1        VBEG1_c1        VBEG2_c1        VBEG3_c1        SBII1_c1        
SBII2_c1        SBII3_c1        thrust_c1       mach_t1         lonx_t1         
latx_t1         alt_t1          dvbe_t1         psivgx_t1       thtvgx_t1       
SBEG1_t1        SBEG2_t1        SBEG3_t1        VBEG1_t1        VBEG2_t1        
VBEG3_t1        SBII1_t1        SBII2_t1        SBII3_t1        mach_s1         
lonx_s1         latx_s1         alt_s1          dvbe_s1         psivgx_s1       
thtvgx_s1       SBEG1_s1        SBEG2_s1        SBEG3_s1        VBEG1_s1        
VBEG2_s1        VBEG3_s1        SBII1_s1        SBII2_s1        SBII3_s1        
12.5809         32.1522         501051          7698.33         46.5433         
0.323785        258103          265027          -1050.56        5294.88         
5588.09         -43.5039        5.67396e+06     1.28716e+06     3.65709e+06     
48.5            0.698925        14.8142         35.4            7000.32         
218.255         90.0446         -0.000139228    5.19413         10338.8         
-0.322891       -0.169986       218.255         0.000530356     5.02133e+06     
1.34704e+06     3.69465e+06     964.884         0.0294187       15.404          
35.3031         100.047         9.99972         45.0039         0.00771822      
343.274         343.308         -0.0468902      7.07038         7.07136         
-0.00134705     5.00779e+06     1.39882e+06     3.68186e+06     26.129          
12.6085         32.1742         501072          7698.3          46.5602         
0.327135        260750          267821          -1072.43        5293.21         
5589.63         -43.9538        5.67194e+06     1.28979e+06     3.65934e+06     
49              0.698925        14.8154         35.4            7000.32         
218.255         90.0453         -0.000148909    5.10846         10447.9         
-0.322607       -0.172683       218.255         0.000567236     5.02125e+06     
1.34733e+06     3.69465e+06     964.918         0.0294187       15.404          
35.3031         100.048         9.99972         45.004          0.00776318      
346.809         346.843         -0.0475657      7.07038         7.07136         
-0.00135489     5.00773e+06     1.39901e+06     3.68186e+06     26.1289         
12.636          32.1963         501095          7698.28         46.5771         
0.330485        263396          270617          -1094.52        5291.53         
5591.17         -44.4037        5.66991e+06     1.29241e+06     3.66159e+06     
49.5            0.698925        14.8166         35.4            7000.32         
218.255         90.046          -0.000102574    5.02147         10557           
-0.32236        -0.175261       218.255         0.000390731     5.02118e+06     
1.34762e+06     3.69465e+06     964.965         0.0294187       15.4041         
35.3032         100.048         9.99972         45.004          0.00780814      
350.344         350.379         -0.0482451      7.07038         7.07136         
-0.00136274     5.00768e+06     1.39919e+06     3.68187e+06     26.1288         
12.6635         32.2183         501117          7698.25         46.5941         
0.333834        266041          273413          -1116.83        5289.86         
5592.71         -44.8536        5.66789e+06     1.29503e+06     3.66384e+06     
50              0.698925        14.8178         35.4            7000.32         
218.255         90.0467         -2.87652e-05    4.93322         10666.1         
-0.322234       -0.177719       218.255         0.000109574     5.0211e+06      
1.3479e+06      3.69465e+06     965             0.0294187       15.4041         
35.3032         100.049         9.99972         45.004          0.00785309      
353.879         353.915         -0.0489284      7.07038         7.07137         
-0.00137059     5.00763e+06     1.39938e+06     3.68187e+06     26.1287         
12.6911         32.2404         501139          7698.22         46.611          
0.337184        268686          276209          -1139.37        5288.18         
5594.25         -45.3035        5.66586e+06     1.29766e+06     3.66609e+06     
50.5            0.698925        14.819          35.4            7000.32         
218.255         90.0473         3.98288e-05     4.84377         10775.3         
-0.322247       -0.180057       218.255         -0.000151719    5.02102e+06     
1.34819e+06     3.69465e+06     965.007         0.0294187       15.4041         
35.3032         100.05          9.99972         45.004          0.00789805      
357.414         357.45          -0.0496157      7.07037         7.07137         
-0.00137843     5.00757e+06     1.39957e+06     3.68187e+06     26.1286         
12.7187         32.2624         501162          7698.19         46.628          
0.340534        271329          279007          -1162.14        5286.5          
5595.79         -45.7534        5.66383e+06     1.30028e+06     3.66834e+06     
51              0.698925        14.8202         35.4            7000.32         
218.255         90.0478         7.91665e-05     4.75318         10884.4         
-0.322366       -0.182273       218.255         -0.000301566    5.02094e+06     
1.34848e+06     3.69465e+06     964.981         0.0294187       15.4042         
35.3032         100.05          9.99972         45.0041         0.00794301      
360.95          360.986         -0.0503069      7.07037         7.07137         
-0.00138628     5.00752e+06     1.39975e+06     3.68188e+06     26.1285         
12.7463         32.2845         501185          7698.15         46.645          
0.343883        273972          281805          -1185.13        5284.82         
5597.34         -46.2032        5.6618e+06      1.3029e+06      3.67059e+06     
51.5            0.698925        14.8214         35.4            7000.32         
218.255         90.0484         8.08505e-05     4.66152         10993.5         
-0.322524       -0.184366       218.255         -0.000307981    5.02087e+06     
1.34877e+06     3.69465e+06     964.933         0.0294187       15.4042         
35.3033         100.051         9.99972         45.0041         0.00798796      
364.485         364.522         -0.051002       7.07037         7.07137         
-0.00139412     5.00746e+06     1.39994e+06     3.68188e+06     26.1284         
12.7739         32.3065         501208          7698.12         46.662          
0.347233        276614          284604          -1208.34        5283.13         
5598.88         -46.6531        5.65977e+06     1.30552e+06     3.67283e+06     
52              0.698925        14.8226         35.4            7000.32         
218.255         90.0489         5.19718e-05     4.56884         11102.6         
-0.322655       -0.186335       218.255         -0.000197975    5.02079e+06     
1.34906e+06     3.69465e+06     964.879         0.0294187       15.4043         
35.3033         100.052         9.99972         45.0041         0.00803292      
368.02          368.058         -0.051701       7.07036         7.07138         
-0.00140197     5.00741e+06     1.40012e+06     3.68188e+06     26.1283         
12.8015         32.3285         501232          7698.09         46.679          
0.350582        279255          287404          -1231.78        5281.44         
5600.43         -47.1029        5.65774e+06     1.30814e+06     3.67508e+06     
52.5            0.698925        14.8238         35.4            7000.32         
218.255         90.0494         9.32952e-06     4.4752          11211.8         
-0.322714       -0.188178       218.255         -3.55386e-05    5.02071e+06     
1.34935e+06     3.69465e+06     964.833         0.0294187       15.4043         
35.3033         100.052         9.99972         45.0041         0.00807788      
371.555         371.593         -0.0524039      7.07036         7.07138         
-0.00140982     5.00736e+06     1.40031e+06     3.68188e+06     26.1282         
12.8291         32.3505         501255          7698.06         46.6961         
0.353931        281896          290205          -1255.44        5279.75         
5601.97         -47.5527        5.6557e+06      1.31076e+06     3.67732e+06     
53              0.698925        14.825          35.4            7000.32         
218.255         90.0499         -2.87043e-05    4.38068         11320.9         
-0.322693       -0.189895       218.255         0.000109342     5.02063e+06     
1.34963e+06     3.69465e+06     964.804         0.0294187       15.4043         
35.3034         100.053         9.99972         45.0042         0.00812283      
375.09          375.129         -0.0531108      7.07036         7.07138         
-0.00141766     5.0073e+06      1.40049e+06     3.68189e+06     26.1281         
12.8568         32.3725         501279          7698.03         46.7132         
0.35728         284535          293006          -1279.33        5278.06         
5603.52         -48.0024        5.65366e+06     1.31338e+06     3.67956e+06     
53.5            0.698925        14.8262         35.4            7000.32         
218.255         90.0503         -4.92179e-05    4.28533         11430           
-0.322616       -0.191485       218.255         0.000187484     5.02056e+06     
1.34992e+06     3.69465e+06     964.793         0.0294187       15.4044         
35.3034         100.054         9.99972         45.0042         0.00816779      
378.626         378.665         -0.0538216      7.07036         7.07139         
-0.00142551     5.00725e+06     1.40068e+06     3.68189e+06     26.128          
12.8845         32.3945         501303          7698            46.7302         
0.360629        287174          295808          -1303.44        5276.37         
5605.07         -48.4522        5.65162e+06     1.316e+06       3.6818e+06      
54              0.698925        14.8274         35.4            7000.32         
218.255         90.0507         -4.83514e-05    4.18922         11539.2         
-0.32252        -0.192946       218.255         0.000184183     5.02048e+06     
1.35021e+06     3.69465e+06     964.794         0.0294187       15.4044         
35.3034         100.055         9.99972         45.0042         0.00821275      
382.161         382.2           -0.0545363      7.07035         7.07139         
-0.00143335     5.00719e+06     1.40086e+06     3.68189e+06     26.1279         
12.9121         32.4165         501328          7697.97         46.7473         
0.363978        289812          298611          -1327.78        5274.67         
5606.62         -48.9019        5.64958e+06     1.31862e+06     3.68404e+06     
54.5            0.698925        14.8286         35.4            7000.32         
218.255         90.051          -3.08426e-05    4.0924          11648.3         
-0.322442       -0.194279       218.255         0.000117488     5.0204e+06      
1.3505e+06      3.69465e+06     964.797         0.0294187       15.4045         
35.3035         100.055         9.99972         45.0042         0.0082577       
385.696         385.736         -0.055255       7.07035         7.07139         
-0.0014412      5.00714e+06     1.40105e+06     3.6819e+06      26.1278         
12.9398         32.4385         501352          7697.93         46.7645         
0.367327        292448          301415          -1352.35        5272.97         
5608.17         -49.3516        5.64754e+06     1.32124e+06     3.68628e+06     
55              0.698925        14.8298         35.4            7000.32         
218.255         90.0513         -6.52685e-06    3.99496         11757.4         
-0.322406       -0.19548        218.255         2.48625e-05     5.02032e+06     
1.35079e+06     3.69465e+06     964.796         0.0294187       15.4045         
35.3035         100.056         9.99972         45.0042         0.00830266      
389.231         389.272         -0.0559775      7.07035         7.07139         
-0.00144905     5.00709e+06     1.40123e+06     3.6819e+06      26.1277         
12.9675         32.4605         501377          7697.9          46.7816         
0.370676        295085          304219          -1377.13        5271.27         
5609.72         -49.8013        5.64549e+06     1.32386e+06     3.68852e+06     
55.5            0.698925        14.831          35.4            7000.32         
218.255         90.0516         1.43036e-05     3.89695         11866.5         
-0.322415       -0.196551       218.255         -5.44862e-05    5.02025e+06     
1.35108e+06     3.69465e+06     964.784         0.0294187       15.4045         
35.3035         100.057         9.99972         45.0043         0.00834762      
392.766         392.807         -0.056704       7.07034         7.0714          
-0.00145689     5.00703e+06     1.40142e+06     3.6819e+06      26.1276         
12.9953         32.4825         501402          7697.87         46.7988         
0.374024        297720          307024          -1402.15        5269.56         
5611.27         -50.251         5.64345e+06     1.32648e+06     3.69076e+06     
56              0.698925        14.8322         35.4            7000.32         
218.255         90.0518         2.47514e-05     3.79843         11975.7         
-0.322454       -0.197488       218.255         -9.42848e-05    5.02017e+06     
1.35137e+06     3.69465e+06     964.762         0.0294187       15.4046         
35.3036         100.057         9.99972         45.0043         0.00839257      
396.301         396.343         -0.0574344      7.07034         7.0714          
-0.00146474     5.00698e+06     1.40161e+06     3.6819e+06      26.1274         
13.023          32.5044         501427          7697.84         46.8159         
0.377373        300354          309830          -1427.39        5267.86         
5612.82         -50.7006        5.6414e+06      1.3291e+06      3.69299e+06     
56.5            0.698925        14.8334         35.4            7000.32         
218.255         90.0521         2.31333e-05     3.69948         12084.8         
-0.322502       -0.198292       218.255         -8.81208e-05    5.02009e+06     
1.35165e+06     3.69465e+06     964.734         0.0294188       15.4046         
35.3036         100.058         9.99972         45.0043         0.00843753      
399.837         399.879         -0.0581687      7.07034         7.0714          
-0.00147259     5.00692e+06     1.40179e+06     3.68191e+06     26.1273         
13.0507         32.5264         501453          7697.8          46.8331         
0.380721        302988          312637          -1452.85        5266.15         
5614.38         -51.1503        5.63935e+06     1.33171e+06     3.69523e+06     
57              0.698925        14.8346         35.4            7000.32         
218.255         90.0522         1.252e-05       3.60016         12193.9         
-0.322537       -0.19896        218.255         -4.76919e-05    5.02001e+06     
1.35194e+06     3.69465e+06     964.706         0.0294188       15.4047         
35.3036         100.059         9.99972         45.0043         0.00848248      
403.372         403.414         -0.058907       7.07034         7.07141         
-0.00148043     5.00687e+06     1.40198e+06     3.68191e+06     26.1272         
13.0785         32.5483         501479          7697.77         46.8503         
0.384069        305620          315445          -1478.54        5264.44         
5615.93         -51.5999        5.6373e+06      1.33433e+06     3.69746e+06     
57.5            0.698925        14.8358         35.4            7000.32         
218.255         90.0524         -1.3642e-06     3.50054         12303           
-0.322547       -0.199491       218.255         5.19659e-06     5.01994e+06     
1.35223e+06     3.69465e+06     964.68          0.0294188       15.4047         
35.3037         100.06          9.99972         45.0044         0.00852744      
406.907         406.95          -0.0596492      7.07033         7.07141         
-0.00148828     5.00682e+06     1.40216e+06     3.68191e+06     26.1271         
13.1063         32.5703         501504          7697.74         46.8676         
0.387418        308252          318253          -1504.45        5262.72         
5617.49         -52.0495        5.63525e+06     1.33695e+06     3.69969e+06     
58              0.698925        14.837          35.4            7000.32         
218.255         90.0525         -1.27786e-05    3.40069         12412.2         
-0.322533       -0.199883       218.255         4.8677e-05      5.01986e+06     
1.35252e+06     3.69465e+06     964.66          0.0294188       15.4047         
35.3037         100.06          9.99972         45.0044         0.0085724       
410.442         410.486         -0.0603953      7.07033         7.07141         
-0.00149612     5.00676e+06     1.40235e+06     3.68192e+06     26.127          
13.1341         32.5922         501531          7697.7          46.8848         
0.390766        310883          321062          -1530.59        5261.01         
5619.04         -52.499         5.63319e+06     1.33956e+06     3.70192e+06     
58.5            0.698925        14.8382         35.4            7000.32         
218.255         90.0525         -1.8066e-05     3.30068         12521.3         
-0.322502       -0.200136       218.255         6.88181e-05     5.01978e+06     
1.35281e+06     3.69465e+06     964.646         0.0294188       15.4048         
35.3037         100.061         9.99972         45.0044         0.00861735      
413.977         414.022         -0.0611453      7.07033         7.07141         
-0.00150397     5.00671e+06     1.40253e+06     3.68192e+06     26.1269         
13.1619         32.6141         501557          7697.67         46.9021         
0.394114        313513          323872          -1556.95        5259.29         
5620.6          -52.9486        5.63113e+06     1.34218e+06     3.70415e+06     
59              0.698925        14.8394         35.4            7000.32         
218.255         90.0526         -1.65591e-05    3.20058         12630.4         
-0.322469       -0.200249       218.255         6.30779e-05     5.0197e+06      
1.3531e+06      3.69465e+06     964.635         0.0294188       15.4048         
35.3038         100.062         9.99972         45.0044         0.00866231      
417.512         417.557         -0.0618992      7.07033         7.07142         
-0.00151182     5.00665e+06     1.40272e+06     3.68192e+06     26.1268         
13.1897         32.636          501584          7697.63         46.9193         
0.397461        316142          326683          -1583.53        5257.57         
5622.16         -53.3981        5.62908e+06     1.3448e+06      3.70638e+06     
59.5            0.698925        14.8406         35.4            7000.32         
218.255         90.0526         -1.02085e-05    3.10046         12739.6         
-0.322442       -0.200218       218.255         3.88869e-05     5.01962e+06     
1.35338e+06     3.69465e+06     964.625         0.0294188       15.4048         
35.3038         100.063         9.99972         45.0044         0.00870727      
421.048         421.093         -0.0626571      7.07032         7.07142         
-0.00151966     5.0066e+06      1.4029e+06      3.68193e+06     26.1266         
13.2175         32.658          501610          7697.6          46.9366         
0.400809        318771          329494          -1610.35        5255.84         
5623.72         -53.8476        5.62702e+06     1.34741e+06     3.70861e+06     
60              0.698925        14.8418         35.4            7000.32         
218.255         90.0525         -2.33129e-06    3.00039         12848.7         
-0.322431       -0.200044       218.255         8.88049e-06     5.01955e+06     
1.35367e+06     3.69465e+06     964.612         0.0294188       15.4049         
35.3038         100.063         9.99972         45.0045         0.00875222      
424.583         424.629         -0.0634189      7.07032         7.07142         
-0.00152751     5.00655e+06     1.40309e+06     3.68193e+06     26.1265         
13.2454         32.6799         501637          7697.56         46.954          
0.404157        321398          332307          -1637.38        5254.12         
5625.28         -54.2971        5.62495e+06     1.35002e+06     3.71084e+06     
60.5            0.698925        14.843          35.4            7000.32         
218.255         90.0524         3.88157e-06     2.90044         12957.8         
-0.322433       -0.199725       218.255         -1.47859e-05    5.01947e+06     
1.35396e+06     3.69465e+06     964.596         0.0294188       15.4049         
35.3039         100.064         9.99972         45.0045         0.00879718      
428.118         428.164         -0.0641846      7.07032         7.07143         
-0.00153536     5.00649e+06     1.40327e+06     3.68193e+06     26.1264         
13.2733         32.7018         501665          7697.53         46.9713         
0.407504        324025          335120          -1664.64        5252.39         
5626.84         -54.7466        5.62289e+06     1.35264e+06     3.71306e+06     
61              0.698925        14.8442         35.4            7000.32         
218.255         90.0523         6.50431e-06     2.80069         13066.9         
-0.322443       -0.199258       218.255         -2.47766e-05    5.01939e+06     
1.35425e+06     3.69465e+06     964.577         0.0294188       15.405          
35.3039         100.065         9.99972         45.0045         0.00884214      
431.653         431.7           -0.0649543      7.07031         7.07143         
-0.0015432      5.00644e+06     1.40346e+06     3.68193e+06     26.1263         
13.3011         32.7237         501692          7697.49         46.9886         
0.410851        326650          337933          -1692.13        5250.66         
5628.4          -55.196         5.62082e+06     1.35525e+06     3.71529e+06     
61.5            0.698925        14.8454         35.4            7000.32         
218.255         90.0521         5.3189e-06      2.70121         13176.1         
-0.322455       -0.198642       218.255         -2.02611e-05    5.01931e+06     
1.35454e+06     3.69465e+06     964.556         0.0294188       15.405          
35.3039         100.066         9.99972         45.0045         0.00888709      
435.188         435.236         -0.0657278      7.07031         7.07143         
-0.00155105     5.00638e+06     1.40364e+06     3.68194e+06     26.1262         
13.329          32.7455         501720          7697.46         47.006          
0.414199        329275          340748          -1719.84        5248.92         
5629.97         -55.6454        5.61876e+06     1.35787e+06     3.71751e+06     
62              0.698925        14.8466         35.4            7000.32         
218.255         90.0519         1.54285e-06     2.60207         13285.2         
-0.322462       -0.197875       218.255         -5.87714e-06    5.01924e+06     
1.35483e+06     3.69465e+06     964.535         0.0294188       15.405          
35.3039         100.067         9.99972         45.0046         0.00893205      
438.723         438.772         -0.0665053      7.07031         7.07143         
-0.00155889     5.00633e+06     1.40383e+06     3.68194e+06     26.126          
13.3569         32.7674         501748          7697.42         47.0234         
0.417546        331899          343563          -1747.77        5247.19         
5631.53         -56.0948        5.61669e+06     1.36048e+06     3.71973e+06     
62.5            0.698925        14.8478         35.4            7000.32         
218.255         90.0517         -2.91107e-06    2.50336         13394.3         
-0.32246        -0.196956       218.255         1.1089e-05      5.01916e+06     
1.35511e+06     3.69465e+06     964.516         0.0294188       15.4051         
35.304          100.067         9.99972         45.0046         0.00897701      
442.259         442.307         -0.0672867      7.07031         7.07144         
-0.00156674     5.00628e+06     1.40402e+06     3.68194e+06     26.1259         
13.3849         32.7893         501776          7697.38         47.0408         
0.420893        334523          346380          -1775.93        5245.45         
5633.1          -56.5442        5.61462e+06     1.36309e+06     3.72195e+06     
63              0.698925        14.849          35.4            7000.32         
218.255         90.0514         -6.27655e-06    2.40514         13503.5         
-0.322451       -0.195882       218.255         2.3909e-05      5.01908e+06     
1.3554e+06      3.69465e+06     964.499         0.0294188       15.4051         
35.304          100.068         9.99972         45.0046         0.00902196      
445.794         445.843         -0.0680721      7.0703          7.07144         
-0.00157459     5.00622e+06     1.4042e+06      3.68195e+06     26.1258         
13.4128         32.8111         501804          7697.35         47.0582         
0.42424         337145          349196          -1804.32        5243.71         
5634.66         -56.9936        5.61255e+06     1.3657e+06      3.72417e+06     
63.5            0.698925        14.8502         35.4            7000.32         
218.255         90.0511         -7.5485e-06     2.3075          13612.6         
-0.322438       -0.194653       218.255         2.87543e-05     5.019e+06       
1.35569e+06     3.69465e+06     964.483         0.0294188       15.4052         
35.304          100.069         9.99972         45.0046         0.00906692      
449.329         449.379         -0.0688613      7.0703          7.07144         
-0.00158243     5.00617e+06     1.40439e+06     3.68195e+06     26.1257         
13.4408         32.833          501833          7697.31         47.0757         
0.427586        339766          352014          -1832.93        5241.97         
5636.23         -57.4429        5.61047e+06     1.36832e+06     3.72639e+06     
64              0.698925        14.8514         35.4            7000.32         
218.255         90.0507         -6.69329e-06    2.21051         13721.7         
-0.322424       -0.193264       218.255         2.54965e-05     5.01892e+06     
1.35598e+06     3.69465e+06     964.468         0.0294188       15.4052         
35.3041         100.07          9.99972         45.0047         0.00911188      
452.864         452.914         -0.0696545      7.0703          7.07145         
-0.00159028     5.00611e+06     1.40457e+06     3.68195e+06     26.1255         
13.4687         32.8548         501862          7697.27         47.0931         
0.430933        342387          354833          -1861.76        5240.22         
5637.8          -57.8922        5.6084e+06      1.37093e+06     3.72861e+06     
64.5            0.698925        14.8526         35.4            7000.32         
218.255         90.0503         -4.46087e-06    2.11426         13830.8         
-0.322413       -0.191716       218.255         1.69926e-05     5.01885e+06     
1.35627e+06     3.69465e+06     964.453         0.0294188       15.4052         
35.3041         100.07          9.99972         45.0047         0.00915683      
456.399         456.45          -0.0704516      7.07029         7.07145         
-0.00159812     5.00606e+06     1.40476e+06     3.68195e+06     26.1254         
13.4967         32.8767         501891          7697.24         47.1106         
0.43428         345006          357652          -1890.82        5238.47         
5639.37         -58.3415        5.60632e+06     1.37354e+06     3.73082e+06     
65              0.698925        14.8538         35.4            7000.32         
218.255         90.0499         -1.94958e-06    2.01883         13940           
-0.322407       -0.190004       218.255         7.42647e-06     5.01877e+06     
1.35656e+06     3.69465e+06     964.437         0.0294188       15.4053         
35.3041         100.071         9.99972         45.0047         0.00920179      
459.934         459.986         -0.0712526      7.07029         7.07145         
-0.00160597     5.006e+06       1.40494e+06     3.68196e+06     26.1253         
13.5247         32.8985         501920          7697.2          47.1281         
0.437626        347625          360472          -1920.1         5236.72         
5640.94         -58.7907        5.60424e+06     1.37615e+06     3.73304e+06     
65.5            0.698925        14.855          35.4            7000.32         
218.255         90.0494         -1.33331e-07    1.92429         14049.1         
-0.322405       -0.188128       218.255         5.07893e-07     5.01869e+06     
1.35684e+06     3.69465e+06     964.42          0.0294188       15.4053         
35.3042         100.072         9.99972         45.0047         0.00924675      
463.469         463.522         -0.0720576      7.07029         7.07145         
-0.00161382     5.00595e+06     1.40513e+06     3.68196e+06     26.1252         
13.5527         32.9203         501950          7697.16         47.1456         
0.440972        350243          363293          -1949.61        5234.97         
5642.51         -59.24          5.60216e+06     1.37876e+06     3.73525e+06     
66              0.698925        14.8562         35.4            7000.32         
218.255         90.0489         4.68345e-07     1.83073         14158.2         
-0.322406       -0.186084       218.255         -1.78405e-06    5.01861e+06     
1.35713e+06     3.69465e+06     964.403         0.0294188       15.4054         
35.3042         100.073         9.99972         45.0047         0.0092917       
467.005         467.057         -0.0728664      7.07029         7.07146         
-0.00162166     5.0059e+06      1.40531e+06     3.68196e+06     26.125          
13.5807         32.9421         501979          7697.12         47.1632         
0.444318        352860          366115          -1979.34        5233.22         
5644.08         -59.6892        5.60008e+06     1.38137e+06     3.73746e+06     
66.5            0.698925        14.8574         35.4            7000.32         
218.255         90.0483         -1.13619e-07    1.73823         14267.3         
-0.322406       -0.183871       218.255         4.32806e-07     5.01854e+06     
1.35742e+06     3.69465e+06     964.384         0.0294188       15.4054         
35.3042         100.074         9.99972         45.0048         0.00933666      
470.54          470.593         -0.0736792      7.07028         7.07146         
-0.00162951     5.00584e+06     1.4055e+06      3.68197e+06     26.1249         
13.6088         32.964          502009          7697.09         47.1807         
0.447664        355476          368937          -2009.3         5231.46         
5645.65         -60.1384        5.59799e+06     1.38398e+06     3.73968e+06     
67              0.698925        14.8586         35.4            7000.32         
218.255         90.0476         -1.42248e-06    1.64688         14376.5         
-0.322405       -0.181485       218.255         5.4186e-06      5.01846e+06     
1.35771e+06     3.69465e+06     964.366         0.0294188       15.4054         
35.3043         100.074         9.99972         45.0048         0.00938162      
474.075         474.129         -0.0744959      7.07028         7.07146         
-0.00163736     5.00579e+06     1.40568e+06     3.68197e+06     26.1248         
13.6368         32.9858         502039          7697.05         47.1983         
0.45101         358092          371760          -2039.48        5229.7          
5647.22         -60.5875        5.59591e+06     1.38658e+06     3.74189e+06     
67.5            0.698925        14.8599         35.4            7000.32         
218.255         90.047          -2.83017e-06    1.55677         14485.6         
-0.322401       -0.178924       218.255         1.07809e-05     5.01838e+06     
1.358e+06       3.69465e+06     964.349         0.0294188       15.4055         
35.3043         100.075         9.99972         45.0048         0.00942657      
477.61          477.665         -0.0753166      7.07028         7.07147         
-0.0016452      5.00573e+06     1.40587e+06     3.68197e+06     26.1246         
13.6649         33.0076         502070          7697.01         47.2159         
0.454356        360706          374584          -2069.89        5227.94         
5648.8          -61.0367        5.59382e+06     1.38919e+06     3.7441e+06      
68              0.698925        14.8611         35.4            7000.32         
218.255         90.0463         -3.80198e-06    1.46799         14594.7         
-0.322394       -0.176184       218.255         1.44828e-05     5.0183e+06      
1.35829e+06     3.69465e+06     964.332         0.0294188       15.4055         
35.3043         100.076         9.99972         45.0048         0.00947153      
481.145         481.2           -0.0761411      7.07028         7.07147         
-0.00165305     5.00568e+06     1.40605e+06     3.68197e+06     26.1245         
13.693          33.0293         502101          7696.97         47.2335         
0.457701        363320          377409          -2100.52        5226.17         
5650.37         -61.4858        5.59173e+06     1.3918e+06      3.7463e+06      
68.5            0.698925        14.8623         35.4            7000.32         
218.255         90.0455         -4.07252e-06    1.38062         14703.9         
-0.322387       -0.173264       218.255         1.55133e-05     5.01822e+06     
1.35857e+06     3.69465e+06     964.316         0.0294188       15.4056         
35.3044         100.077         9.99972         45.0049         0.00951649      
484.68          484.736         -0.0769696      7.07027         7.07147         
-0.00166089     5.00563e+06     1.40624e+06     3.68198e+06     26.1244         
13.7211         33.0511         502131          7696.93         47.2511         
0.461047        365932          380235          -2131.37        5224.4          
5651.95         -61.9349        5.58964e+06     1.39441e+06     3.74851e+06     
69              0.698925        14.8635         35.4            7000.32         
218.255         90.0447         -3.68716e-06    1.29476         14813           
-0.322379       -0.170159       218.255         1.40454e-05     5.01815e+06     
1.35886e+06     3.69465e+06     964.299         0.0294188       15.4056         
35.3044         100.078         9.99972         45.0049         0.00956144      
488.215         488.272         -0.077802       7.07027         7.07147         
-0.00166874     5.00557e+06     1.40643e+06     3.68198e+06     26.1242         
13.7492         33.0729         502162          7696.89         47.2688         
0.464392        368544          383061          -2162.45        5222.63         
5653.53         -62.3839        5.58755e+06     1.39702e+06     3.75072e+06     
69.5            0.698925        14.8647         35.4            7000.32         
218.255         90.0438         -2.92143e-06    1.21049         14922.1         
-0.322373       -0.166867       218.255         1.11285e-05     5.01807e+06     
1.35915e+06     3.69465e+06     964.283         0.0294188       15.4056         
35.3044         100.079         9.99972         45.0049         0.0096064       
491.751         491.807         -0.0786384      7.07027         7.07148         
-0.00167659     5.00552e+06     1.40661e+06     3.68198e+06     26.1241         
13.7773         33.0947         502194          7696.85         47.2864         
0.467737        371155          385888          -2193.76        5220.86         
5655.1          -62.833         5.58545e+06     1.39962e+06     3.75292e+06     
70              0.698925        14.8659         35.4            7000.32         
218.255         90.0429         -2.13305e-06    1.12792         15031.2         
-0.322368       -0.163384       218.255         8.12535e-06     5.01799e+06     
1.35944e+06     3.69465e+06     964.267         0.0294188       15.4057         
35.3045         100.079         9.99972         45.0049         0.00965136      
495.286         495.343         -0.0794786      7.07026         7.07148         
-0.00168443     5.00546e+06     1.4068e+06      3.68199e+06     26.124          
13.8055         33.1164         502225          7696.81         47.3041         
0.471082        373765          388716          -2225.29        5219.09         
5656.68         -63.282         5.58335e+06     1.40223e+06     3.75512e+06     
70.5            0.698926        14.8671         35.4            7000.32         
218.255         90.0419         -1.61436e-06    1.04714         15140.4         
-0.322365       -0.159705       218.255         6.14954e-06     5.01791e+06     
1.35973e+06     3.69465e+06     964.25          0.0294188       15.4057         
35.3045         100.08          9.99972         45.0049         0.00969631      
498.821         498.879         -0.0803228      7.07026         7.07148         
-0.00169228     5.00541e+06     1.40698e+06     3.68199e+06     26.1238         
13.8336         33.1382         502257          7696.77         47.3218         
0.474427        376374          391545          -2257.04        5217.31         
5658.26         -63.731         5.58126e+06     1.40483e+06     3.75733e+06     
71              0.698926        14.8683         35.4            7000.32         
218.255         90.0409         -1.4991e-06     0.96825         15249.5         
-0.322362       -0.155828       218.255         5.71047e-06     5.01783e+06     
1.36002e+06     3.69465e+06     964.233         0.0294188       15.4057         
35.3045         100.081         9.99972         45.005          0.00974127      
502.356         502.415         -0.0811709      7.07026         7.07148         
-0.00170013     5.00535e+06     1.40717e+06     3.68199e+06     26.1237         
13.8618         33.1599         502289          7696.73         47.3395         
0.477772        378982          394374          -2289.02        5215.53         
5659.84         -64.18          5.57916e+06     1.40744e+06     3.75953e+06     
71.5            0.698926        14.8695         35.4            7000.32         
218.255         90.0398         -1.74617e-06    0.891347        15358.6         
-0.322359       -0.151748       218.255         6.65163e-06     5.01776e+06     
1.3603e+06      3.69465e+06     964.216         0.0294188       15.4058         
35.3045         100.082         9.99972         45.005          0.00978623      
505.891         505.95          -0.0820229      7.07026         7.07149         
-0.00170797     5.0053e+06      1.40735e+06     3.68199e+06     26.1236         
13.89           33.1816         502321          7696.69         47.3572         
0.481117        381590          397205          -2321.22        5213.75         
