1 input_1.asc: UAV Cruise and satellite targeting ' UAV ' Nov  2 2023 17:15:34
  0  0 48
time            FSPV1           FSPV2           FSPV3           pdynmc          
mach            lonx            latx            alt             dvbe            
psivgx          thtvgx          SBEG1           SBEG2           SBEG3           
VBEG1           VBEG2           VBEG3           mprop           cg              
thrust          cl_ov_cd        psivgcx         thtvgcx         anx             
avx             alphax          phimvx          phicx           phix            
qq              tip             alp             ancomx          alcomx          
alx             altd            altcom          wp_grdrange     wp_flag         
range_go        STBG1           STBG2           STBG3           time_go         
psisbx          thtsbx          mtargeting      
0.772277        15.4235         35.4792         2000.24         256.745         
158.723         -0.0182993      8822.36         65544.9         4999.76         
-239.244        93.1686         0.0819998       5               133.898         
199.571         9.20395         90              0               1.32701         
0               2.65353         40.9972         40.8621         40.9972         
0.0374814       1.24153         0.0463128       1.32626         0.473555        
0.867989        -0.0819998      2000            4404.3          1               
0               0               0               0               0               
0               0               0               
320.8           -1.20315        8.49921         -9.7956         33126.6         
0.77157         15.4237         35.4788         2000.23         256.51          
159.104         -0.0171742      8774.48         65563.4         4999.77         
-239.639        91.4903         0.0768882       5               133.898         
199.765         9.22932         90              0               1.32578         
0               2.6557          40.9275         40.7482         40.9275         
0.037461        1.24334         0.0463507       1.32481         0.471796        
0.866066        -0.0768882      2000            4354.39         1               
0               0               0               0               0               
0               0               0               
321             -1.19782        8.47704         -9.79895        33066.3         
0.770866        15.4239         35.4784         2000.21         256.277         
159.485         -0.0159641      8726.51         65581.5         4999.79         
-240.023        89.8137         0.0714055       5               133.898         
199.959         9.25463         90              0               1.32454         
0               2.65776         40.8394         40.6225         40.8394         
0.0374136       1.24513         0.0463867       1.32291         0.4699          
0.863807        -0.0714055      2000            4304.49         1               
0               0               0               0               0               
0               0               0               
321.2           -1.19247        8.45142         -9.80376        33006.2         
0.770166        15.4241         35.478          2000.2          256.044         
159.865         -0.0145758      8678.47         65599.3         4999.8          
-240.395        88.1394         0.0651365       5               133.898         
200.151         9.27946         90              0               1.32318         
0               2.65942         40.7363         40.4894         40.7363         
0.0373399       1.24693         0.0464156       1.32057         0.467881        
0.861196        -0.0651365      2000            4254.58         1               
0               0               0               0               0               
0               0               0               
321.4           -1.18979        8.42411         -9.81108        32946.5         
0.769468        15.4242         35.4775         2000.18         255.812         
160.244         -0.0129319      8630.35         65616.8         4999.82         
-240.755        86.468          0.0577377       5               133.898         
200.343         9.28719         90              0               1.32192         
0               2.66035         40.6201         40.3432         40.6201         
0.0372241       1.24839         0.0464318       1.31777         0.465747        
0.858413        -0.0577377      2000            4204.67         1               
0               0               0               0               0               
0               0               0               
321.6           -1.18779        8.39274         -9.81792        32886.9         
0.768771        15.4244         35.4771         2000.17         255.58          
160.622         -0.0109619      8582.17         65633.9         4999.83         
-241.102        84.7999         0.048898        5               133.898         
200.535         9.28835         90              0               1.32036         
0               2.66012         40.4924         40.1962         40.4924         
0.0370791       1.24975         0.0464278       1.31451         0.463504        
0.855217        -0.048898       2000            4154.76         1               
0               0               0               0               0               
0               0               0               
321.8           -1.18557        8.35734         -9.82247        32827.5         
0.768075        15.4246         35.4767         2000.16         255.349         
160.999         -0.00874154     8533.91         65650.7         4999.84         
-241.437        83.1361         0.0389583       5               133.899         
200.726         9.28783         90              0               1.31836         
0               2.65868         40.3587         40.0545         40.3587         
0.0369191       1.25111         0.0464028       1.31092         0.461172        
0.85161         -0.0389583      2000            4104.86         1               
0               0               0               0               0               
0               0               0               
322             -1.18315        8.31886         -9.82416        32768.2         
0.767381        15.4248         35.4762         2000.16         255.118         
161.375         -0.0063878      8485.59         65667.2         4999.84         
-241.758        81.4772         0.0284427       5               133.899         
200.917         9.28571         90              0               1.31595         
0               2.65611         40.2233         39.9189         40.2233         
0.0367529       1.25247         0.0463578       1.30716         0.458769        
0.847688        -0.0284427      2000            4054.95         1               
0               0               0               0               0               
0               0               0               
322.2           -1.18056        8.27816         -9.82289        32709           
0.766688        15.425          35.4758         2000.15         254.888         
161.749         -0.00403266     8437.21         65683.3         4999.85         
-242.066        79.8239         0.0179398       5               133.899         
201.107         9.28214         90              0               1.31316         
0               2.65254         40.0888         39.7885         40.0888         
0.0365878       1.25384         0.0462956       1.30336         0.456302        
0.843541        -0.0179398      2000            4005.06         1               
0               0               0               0               0               
0               0               0               
322.4           -1.17782        8.23596         -9.81895        32650           
0.765996        15.4252         35.4754         2000.15         254.658         
162.122         -0.00180367     8388.77         65699.1         4999.85         
-242.362        78.1767         0.00801663      5               133.899         
201.298         9.2774          90              0               1.31007         
0               2.64818         39.9564         39.6612         39.9564         
0.0364296       1.2552          0.0462195       1.29962         0.453773        
0.839241        -0.00801663     2000            3955.16         1               
0               0               0               0               0               
0               0               0               
322.6           -1.17498        8.19281         -9.81293        32591.1         
0.765305        15.4253         35.4749         2000.15         254.428         
162.493         0.000191071     8340.27         65714.6         4999.85         
-242.644        76.536          -0.000848471    5               133.899         
201.487         9.27177         90              0               1.30676         
0               2.64325         39.826          39.5341         39.826          
0.0362821       1.25656         0.0461334       1.296           0.451178        
0.834844        0.000848471     2000            3905.27         1               
0               0               0               0               0               
0               0               0               
322.8           -1.17208        8.14905         -9.80554        32532.5         
0.764616        15.4255         35.4745         2000.15         254.199         
162.863         0.001873        8291.71         65729.7         4999.85         
-242.914        74.9019         -0.00830978     5               133.899         
201.677         9.26554         90              0               1.30331         
0               2.63795         39.6964         39.4041         39.6964         
0.0361469       1.25793         0.0460409       1.29254         0.448509        
0.830385        0.00830978      2000            3855.39         1               
0               0               0               0               0               
0               0               0               
323             -1.16916        8.10482         -9.79759        32474           
0.763928        15.4257         35.474          2000.15         253.971         
163.231         0.00319804      8243.1          65744.5         4999.85         
-243.171        73.2748         -0.0141757      5               133.899         
201.866         9.25899         90              0               1.2998          
0               2.63248         39.5655         39.2681         39.5655         
0.0360239       1.25929         0.0459455       1.28923         0.445756        
0.825878        0.0141757       2000            3805.51         1               
0               0               0               0               0               
0               0               0               
323.2           -1.16623        8.06012         -9.7898         32415.7         
0.763242        15.4258         35.4736         2000.16         253.743         
163.597         0.00415697      8194.44         65759           4999.84         
-243.415        71.6547         -0.0184097      5               133.899         
202.054         9.25233         90              0               1.29627         
0               2.62699         39.4312         39.1232         39.4312         
0.0359112       1.26065         0.0458495       1.28605         0.442907        
0.821324        0.0184097       2000            3755.64         1               
0               0               0               0               0               
0               0               0               
323.4           -1.16332        8.01479         -9.78283        32357.5         
0.762558        15.426          35.4732         2000.16         253.515         
163.962         0.0047719       8145.74         65773.2         4999.84         
-243.648        70.0419         -0.0211141      5               133.899         
202.243         9.24574         90              0               1.29277         
0               2.62156         39.2911         38.9672         39.2911         
0.0358058       1.26201         0.0457549       1.28296         0.439952        
0.816704        0.0211141       2000            3705.78         1               
0               0               0               0               0               
0               0               0               
323.6           -1.16044        7.96857         -9.77713        32299.6         
0.761875        15.4261         35.4727         2000.17         253.289         
164.324         0.00509006      8096.98         65787           4999.83         
-243.868        68.4367         -0.0225017      5               133.899         
202.43          9.23928         90              0               1.28933         
0               2.61626         39.1428         38.7985         39.1428         
0.0357043       1.26338         0.0456624       1.2799          0.436881        
0.811994        0.0225017       2000            3655.93         1               
0               0               0               0               0               
0               0               0               
323.8           -1.1576         7.92114         -9.77299        32241.8         
0.761194        15.4263         35.4723         2000.17         253.062         
164.685         0.00517579      8048.19         65800.6         4999.83         
-244.076        66.8393         -0.0228602      5               133.899         
202.617         9.23299         90              0               1.28594         
0               2.61108         38.9847         38.6162         38.9847         
0.0356026       1.26474         0.045572        1.27681         0.433686        
0.807161        0.0228602       2000            3606.09         1               
0               0               0               0               0               
0               0               0               
324             -1.15478        7.87219         -9.77051        32184.3         
0.760514        15.4264         35.4718         2000.17         252.836         
165.044         0.00510208      7999.36         65813.8         4999.83         
-244.272        65.2501         -0.0225146      5               133.899         
202.804         9.22681         90              0               1.28259         
0               2.60598         38.8153         38.4203         38.8153         
0.0354974       1.2661          0.0454829       1.27364         0.430363        
0.802173        0.0225146       2000            3556.26         1               
0               0               0               0               0               
0               0               0               
324.2           -1.15197        7.8214          -9.7696         32126.9         
0.759836        15.4266         35.4714         2000.18         252.611         
165.401         0.00494243      7950.48         65826.7         4999.82         
-244.455        63.6696         -0.0217906      5               133.899         
202.99          9.22065         90              0               1.27926         
0               2.60088         38.6337         38.211          38.6337         
0.0353854       1.26746         0.0453939       1.27033         0.426909        
0.796998        0.0217906       2000            3506.44         1               
0               0               0               0               0               
0               0               0               
324.4           -1.14916        7.76852         -9.77005        32069.7         
0.75916         15.4267         35.471          2000.18         252.386         
165.756         0.00476389      7901.57         65839.2         4999.82         
-244.628        62.0981         -0.0209848      5               133.9           
203.176         9.21438         90              0               1.27592         
0               2.5957          38.4398         37.9892         38.4398         
0.0352645       1.26881         0.0453034       1.26684         0.423324        
0.791609        0.0209848       2000            3456.63         1               
0               0               0               0               0               
0               0               0               
324.6           -1.14634        7.71333         -9.77156        32012.7         
0.758485        15.4268         35.4705         2000.19         252.162         
166.109         0.00462181      7852.63         65851.5         4999.81         
-244.788        60.5362         -0.0203409      5               133.9           
203.362         9.20787         90              0               1.27254         
0               2.59033         38.2337         37.756          38.2337         
0.035133        1.27017         0.0452098       1.26317         0.419609        
0.785985        0.0203409       2000            3406.84         1               
0               0               0               0               0               
0               0               0               
324.8           -1.14349        7.65572         -9.77378        31955.9         
0.757812        15.427          35.4701         2000.19         251.938         
166.46          0.00455654      7803.66         65863.5         4999.81         
-244.936        58.9845         -0.0200358      5               133.9           
203.547         9.20097         90              0               1.26907         
0               2.58468         38.0158         37.5125         38.0158         
0.0349905       1.27153         0.0451112       1.25929         0.415768        
0.780115        0.0200358       2000            3357.06         1               
0               0               0               0               0               
0               0               0               
325             -1.14059        7.59564         -9.77634        31899.3         
0.757141        15.4271         35.4696         2000.2          251.715         
166.808         0.00459209      7754.66         65875.1         4999.8          
-245.073        57.4435         -0.0201742      5               133.9           
203.731         9.19356         90              0               1.2655          
0               2.57868         37.7869         37.2598         37.7869         
0.0348371       1.27288         0.0450064       1.2552          0.411805        
0.773993        0.0201742       2000            3307.3          1               
0               0               0               0               0               
0               0               0               
325.2           -1.13764        7.53309         -9.77891        31842.9         
0.756471        15.4272         35.4692         2000.2          251.493         
167.154         0.00473656      7705.63         65886.4         4999.8          
-245.198        55.9139         -0.0207905      5               133.9           
203.915         9.18552         90              0               1.26179         
0               2.57225         37.5478         36.9989         37.5478         
0.0346738       1.27424         0.0448942       1.25093         0.407723        
0.767618        0.0207905       2000            3257.55         1               
0               0               0               0               0               
0               0               0               
325.4           -1.13462        7.46813         -9.78121        31786.7         
0.755803        15.4273         35.4688         2000.2          251.271         
167.497         0.00498409      7656.58         65897.5         4999.8          
-245.312        54.3961         -0.0218577      5               133.9           
204.099         9.17679         90              0               1.25793         
0               2.56535         37.2994         36.7304         37.2994         
0.0345017       1.27559         0.0447738       1.24649         0.403528        
0.760999        0.0218577       2000            3207.81         1               
0               0               0               0               0               
0               0               0               
325.6           -1.13154        7.40086         -9.78304        31730.6         
0.755137        15.4275         35.4683         2000.21         251.049         
167.838         0.00531775      7607.51         65908.2         4999.79         
-245.414        52.8907         -0.0233004      5               133.9           
204.282         9.1673          90              0               1.25391         
0               2.55797         37.0424         36.4547         37.0424         
0.0343224       1.27695         0.044645        1.2419          0.399222        
0.754145        0.0233004       2000            3158.1          1               
0               0               0               0               0               
0               0               0               
325.8           -1.1284         7.3314          -9.78428        31674.8         
0.754472        15.4276         35.4679         2000.21         250.828         
168.176         0.00571305      7558.41         65918.6         4999.79         
-245.506        51.3983         -0.0250105      5               133.9           
204.465         9.15706         90              0               1.24974         
0               2.5501          36.7774         36.172          36.7774         
0.0341376       1.2783          0.0445076       1.23719         0.394808        
0.747067        0.0250105       2000            3108.4          1               
0               0               0               0               0               
0               0               0               
326             -1.1252         7.25987         -9.78487        31619.1         
0.753809        15.4277         35.4674         2000.22         250.608         
168.51          0.00614157      7509.31         65928.8         4999.78         
-245.586        49.9194         -0.0268628      5               133.9           
204.647         9.14607         90              0               1.24541         
0               2.54176         36.5046         35.8821         36.5046         
0.0339488       1.27965         0.044362        1.23238         0.390289        
0.739778        0.0268628       2000            3058.72         1               
0               0               0               0               0               
0               0               0               
326.2           -1.12194        7.18638         -9.78484        31563.7         
0.753148        15.4278         35.467          2000.22         250.388         
168.842         0.00657429      7460.18         65938.6         4999.78         
-245.655        48.4543         -0.0287303      5               133.9           
204.829         9.13435         90              0               1.24094         
0               2.53298         36.2243         35.5847         36.2243         
0.0337575       1.281           0.0442088       1.2275          0.385665        
0.73229         0.0287303       2000            3009.06         1               
0               0               0               0               0               
0               0               0               
326.4           -1.11864        7.11103         -9.78426        31508.4         
0.752489        15.4279         35.4666         2000.23         250.169         
169.17          0.00698452      7411.04         65948.1         4999.77         
-245.714        47.0037         -0.0304963      5               133.9           
205.01          9.12195         90              0               1.23634         
0               2.5238          35.9362         35.279          35.9362         
0.0335646       1.28235         0.0440486       1.22257         0.380938        
0.724611        0.0304963       2000            2959.42         1               
0               0               0               0               0               
0               0               0               
326.6           -1.1153         7.03387         -9.78326        31453.4         
0.751831        15.428          35.4661         2000.24         249.951         
169.496         0.00734996      7361.9          65957.4         4999.76         
-245.762        45.5679         -0.0320639      5               133.9           
205.19          9.10894         90              0               1.23163         
0               2.51427         35.6402         34.9646         35.6402         
0.033371        1.2837          0.0438823       1.21759         0.376106        
0.716748        0.0320639       2000            2909.81         1               
0               0               0               0               0               
0               0               0               
326.8           -1.11193        6.95495         -9.78197        31398.5         
0.751176        15.4281         35.4657         2000.24         249.733         
169.818         0.00765409      7312.74         65966.4         4999.76         
-245.8          44.1473         -0.0333616      5               133.9           
205.371         9.09536         90              0               1.22683         
0               2.50443         35.3358         34.6408         35.3358         
0.0331772       1.28504         0.0437105       1.21258         0.37117         
0.708707        0.0333616       2000            2860.21         1               
0               0               0               0               0               
0               0               0               
327             -1.10854        6.87429         -9.78053        31343.8         
0.750522        15.4282         35.4652         2000.25         249.516         
170.136         0.00788676      7263.58         65975.1         4999.75         
-245.827        42.7424         -0.0343458      5               133.901         
205.55          9.08127         90              0               1.22194         
0               2.49431         35.0225         34.3067         35.0225         
0.0329833       1.28639         0.0435339       1.20754         0.366128        
0.700488        0.0343458       2000            2810.63         1               
0               0               0               0               0               
0               0               0               
327.2           -1.10514        6.79189         -9.77907        31289.4         
0.74987         15.4283         35.4648         2000.26         249.299         
170.452         0.00804403      7214.41         65983.5         4999.74         
-245.845        41.3536         -0.0350003      5               133.901         
205.729         9.06673         90              0               1.21699         
0               2.48396         34.6996         33.9619         34.6996         
0.0327892       1.28773         0.0433533       1.20247         0.36098         
0.692091        0.0350003       2000            2761.08         1               
0               0               0               0               0               
0               0               0               
327.4           -1.10172        6.70771         -9.77769        31235.2         
0.749221        15.4284         35.4644         2000.26         249.083         
170.763         0.00812752      7165.24         65991.6         4999.74         
-245.853        39.9813         -0.0353329      5               133.901         
205.908         9.05176         90              0               1.21198         
0               2.47341         34.3668         33.6058         34.3668         
0.0325949       1.28907         0.0431691       1.19737         0.355726        
0.683513        0.0353329       2000            2711.56         1               
0               0               0               0               0               
0               0               0               
327.6           -1.0983         6.62173         -9.77649        31181.1         
0.748573        15.4285         35.4639         2000.27         248.868         
171.071         0.00814329      7116.07         65999.5         4999.73         
-245.852        38.6258         -0.0353709      5               133.901         
206.086         9.0364          90              0               1.20692         
0               2.46266         34.0234         33.2381         34.0234         
0.0323999       1.29041         0.0429816       1.19224         0.350367        
0.674752        0.0353709       2000            2662.05         1               
0               0               0               0               0               
0               0               0               
327.8           -1.09487        6.53391         -9.77551        31127.3         
0.747927        15.4286         35.4635         2000.28         248.653         
171.375         0.00810055      7066.9          66007.1         4999.72         
-245.841        37.2878         -0.0351549      5               133.901         
206.264         9.02067         90              0               1.20182         
0               2.45175         33.6689         32.8584         33.6689         
0.0322039       1.29175         0.0427911       1.18707         0.344901        
0.665803        0.0351549       2000            2612.58         1               
0               0               0               0               0               
0               0               0               
328             -1.09144        6.44421         -9.77478        31073.7         
0.747282        15.4286         35.463          2000.28         248.439         
171.676         0.00801025      7017.73         66014.4         4999.72         
-245.822        35.9674         -0.0347331      5               133.901         
206.441         9.00458         90              0               1.19668         
0               2.44067         33.3031         32.4665         33.3031         
0.0320067       1.29309         0.0425978       1.18186         0.339332        
0.656662        0.0347331       2000            2563.13         1               
0               0               0               0               0               
0               0               0               
328.2           -1.08802        6.3526          -9.77429        31020.3         
0.74664         15.4287         35.4626         2000.29         248.226         
171.972         0.0078838       6968.57         66021.4         4999.71         
-245.793        34.6653         -0.0341554      5               133.901         
206.617         8.98813         90              0               1.19151         
0               2.42944         32.9256         32.0625         32.9256         
0.0318079       1.29442         0.0424017       1.17661         0.333661        
0.647328        0.0341554       2000            2513.7          1               
0               0               0               0               0               
0               0               0               
328.4           -1.08459        6.25907         -9.77401        30967.1         
0.746           15.4288         35.4621         2000.3          248.013         
172.265         0.00773188      6919.42         66028.2         4999.7          
-245.756        33.3818         -0.0334686      5               133.901         
206.793         8.97133         90              0               1.1863          
0               2.41805         32.5362         31.6463         32.5362         
0.0316075       1.29576         0.0422029       1.17132         0.327891        
0.637797        0.0334686       2000            2464.3          1               
0               0               0               0               0               
0               0               0               
328.6           -1.08117        6.16362         -9.77391        30914.1         
0.745362        15.4289         35.4617         2000.3          247.801         
172.553         0.00756365      6870.27         66034.8         4999.7          
-245.711        32.1173         -0.0327123      5               133.901         
206.968         8.95416         90              0               1.18105         
0               2.4065          32.1349         31.2181         32.1349         
0.0314055       1.29709         0.0420013       1.16599         0.322024        
0.62807         0.0327123       2000            2414.93         1               
0               0               0               0               0               
0               0               0               
328.8           -1.07775        6.06625         -9.77393        30861.3         
0.744725        15.4289         35.4613         2000.31         247.589         
172.837         0.00738604      6821.13         66041.1         4999.69         
-245.657        30.8724         -0.0319169      5               133.901         
207.143         8.93662         90              0               1.17576         
0               2.39479         31.7216         30.7779         31.7216         
0.0312019       1.29842         0.041797        1.16063         0.316065        
0.618148        0.0319169       2000            2365.59         1               
0               0               0               0               0               
0               0               0               
329             -1.07433        5.96698         -9.77402        30808.7         
0.744091        15.429          35.4608         2000.32         247.378         
173.117         0.00720356      6772.01         66047.1         4999.68         
-245.595        29.6473         -0.0311019      5               133.901         
207.318         8.91871         90              0               1.17045         
0               2.38293         31.2964         30.326          31.2964         
0.0309971       1.29975         0.04159         1.15523         0.310016        
0.608033        0.0311019       2000            2316.28         1               
0               0               0               0               0               
0               0               0               
329.2           -1.07092        5.86586         -9.77413        30756.4         
0.743459        15.4291         35.4604         2000.32         247.168         
173.392         0.00701818      6722.9          66053           4999.68         
-245.526        28.4426         -0.0302757      5               133.901         
207.491         8.90044         90              0               1.1651          
0               2.37092         30.8594         29.8625         30.8594         
0.0307914       1.30107         0.0413804       1.14981         0.303884        
0.597729        0.0302757       2000            2266.99         1               
0               0               0               0               0               
0               0               0               
329.4           -1.06751        5.76294         -9.7742         30704.2         
0.742828        15.4291         35.4599         2000.33         246.959         
173.663         0.00682955      6673.8          66058.5         4999.67         
-245.45         27.2585         -0.029437       5               133.901         
207.665         8.88181         90              0               1.15972         
0               2.35878         30.4106         29.3876         30.4106         
0.0305852       1.3024          0.0411685       1.14438         0.297672        
0.587241        0.029437        2000            2217.74         1               
0               0               0               0               0               
0               0               0               
329.6           -1.06411        5.65827         -9.7742         30652.2         
0.7422          15.4292         35.4595         2000.34         246.75          
173.929         0.00663536      6624.72         66063.9         4999.66         
-245.366        26.0956         -0.0285758      5               133.901         
207.837         8.86285         90              0               1.15432         
0               2.34651         29.9504         28.9015         29.9504         
0.0303792       1.30372         0.0409544       1.13894         0.291386        
0.576576        0.0285758       2000            2168.52         1               
0               0               0               0               0               
0               0               0               
329.8           -1.06073        5.55194         -9.7741         30600.5         
0.741573        15.4292         35.459          2000.34         246.542         
174.191         0.00643179      6575.65         66069           4999.66         
-245.276        24.9542         -0.0276757      5               133.902         
208.01          8.84357         90              0               1.1489          
0               2.33414         29.4787         28.4044         29.4787         
0.0301738       1.30504         0.0407384       1.13351         0.28503         
0.56574         0.0276757       2000            2119.33         1               
0               0               0               0               0               
0               0               0               
330             -1.05736        5.444           -9.7739         30548.9         
0.740948        15.4293         35.4586         2000.35         246.334         
174.448         0.00621402      6526.61         66073.8         4999.65         
-245.178        23.8346         -0.0267162      5               133.902         
208.181         8.82401         90              0               1.14346         
0               2.32168         28.9958         27.8964         28.9958         
0.0299697       1.30636         0.040521        1.1281          0.27861         
0.554742        0.0267162       2000            2070.17         1               
0               0               0               0               0               
0               0               0               
330.2           -1.054          5.33455         -9.77357        30497.5         
0.740325        15.4293         35.4582         2000.35         246.127         
174.699         0.0059768       6477.58         66078.5         4999.65         
-245.075        22.7371         -0.0256747      5               133.902         
208.353         8.80421         90              0               1.13802         
0               2.30916         28.5018         27.3777         28.5018         
0.0297674       1.30768         0.0403025       1.12271         0.272131        
0.543589        0.0256747       2000            2021.04         1               
0               0               0               0               0               
0               0               0               
330.4           -1.05066        5.22367         -9.77313        30446.4         
0.739704        15.4294         35.4577         2000.36         245.921         
174.946         0.00571483      6428.58         66082.9         4999.64         
-244.965        21.6622         -0.0245288      5               133.902         
208.523         8.7842          90              0               1.13259         
0               2.29661         27.9969         26.8486         27.9969         
0.0295675       1.309           0.0400835       1.11737         0.265598        
0.53229         0.0245288       2000            1971.94         1               
0               0               0               0               0               
0               0               0               
330.6           -1.04735        5.11143         -9.77259        30395.4         
0.739085        15.4294         35.4573         2000.36         245.715         
175.188         0.00542324      6379.6          66087.2         4999.64         
-244.849        20.6101         -0.0232578      5               133.902         
208.693         8.76405         90              0               1.12718         
0               2.28406         27.4814         26.3091         27.4814         
0.0293706       1.31031         0.0398644       1.11207         0.259018        
0.520853        0.0232578       2000            1922.88         1               
0               0               0               0               0               
0               0               0               
330.8           -1.04407        4.99794         -9.77197        30344.7         
0.738468        15.4295         35.4568         2000.37         245.51          
175.425         0.00509786      6330.64         66091.2         4999.63         
-244.728        19.581          -0.0218441      5               133.902         
208.863         8.7438          90              0               1.12178         
0               2.27153         26.9553         25.7596         26.9553         
0.0291771       1.31162         0.0396457       1.10684         0.252396        
0.509288        0.0218441       2000            1873.85         1               
0               0               0               0               0               
0               0               0               
331             -1.04082        4.88328         -9.7713         30294.1         
0.737853        15.4295         35.4564         2000.37         245.305         
175.657         0.00473547      6281.7          66095           4999.63         
-244.601        18.5752         -0.0202744      5               133.902         
209.032         8.72351         90              0               1.11643         
0               2.25907         26.4189         25.2003         26.4189         
0.0289876       1.31293         0.0394282       1.10168         0.245738        
0.497604        0.0202744       2000            1824.85         1               
0               0               0               0               0               
0               0               0               
331.2           -1.03761        4.76754         -9.77058        30243.7         
0.737239        15.4296         35.456          2000.37         245.102         
175.884         0.00433387      6232.8          66098.6         4999.63         
-244.469        17.5931         -0.0185395      5               133.902         
209.201         8.70324         90              0               1.11112         
0               2.24669         25.8724         24.6315         25.8724         
0.0288024       1.31424         0.0392122       1.0966          0.23905         
0.48581         0.0185395       2000            1775.89         1               
0               0               0               0               0               
0               0               0               
331.4           -1.03443        4.65081         -9.76985        30193.6         
0.736628        15.4296         35.4555         2000.38         244.898         
176.105         0.00389194      6183.92         66102           4999.62         
-244.333        16.6347         -0.0166353      5               133.902         
209.369         8.68305         90              0               1.10586         
0               2.23444         25.3162         24.0536         25.3162         
0.0286219       1.31555         0.0389984       1.09161         0.232338        
0.473915        0.0166353       2000            1726.96         1               
0               0               0               0               0               
0               0               0               
331.6           -1.03129        4.53318         -9.76913        30143.6         
0.736018        15.4296         35.4551         2000.38         244.696         
176.321         0.00340963      6135.06         66105.3         4999.62         
-244.192        15.7003         -0.0145617      5               133.902         
209.536         8.663           90              0               1.10068         
0               2.22235         24.7505         23.4669         24.7505         
0.0284466       1.31685         0.0387873       1.08671         0.22561         
0.461929        0.0145617       2000            1678.07         1               
0               0               0               0               0               
0               0               0               
331.8           -1.0282         4.41476         -9.76843        30093.8         
0.73541         15.4297         35.4546         2000.38         244.494         
176.532         0.00288784      6086.24         66108.3         4999.62         
-244.046        14.79           -0.012323       5               133.902         
209.703         8.64315         90              0               1.09557         
0               2.21044         24.1756         22.872          24.1756         
0.0282766       1.31816         0.0385794       1.08192         0.21887         
0.449862        0.012323        2000            1629.22         1               
0               0               0               0               0               
0               0               0               
332             -1.02516        4.29564         -9.76778        30044.2         
0.734804        15.4297         35.4542         2000.39         244.292         
176.737         0.0023283       6037.45         66111.2         4999.61         
