1 input_1.asc: UAV Cruise and satellite targeting ' UAV ' Nov  2 2023 17:15:34
  0  0 48
time            FSPV1           FSPV2           FSPV3           pdynmc          
mach            lonx            latx            alt             dvbe            
psivgx          thtvgx          SBEG1           SBEG2           SBEG3           
VBEG1           VBEG2           VBEG3           mprop           cg              
thrust          cl_ov_cd        psivgcx         thtvgcx         anx             
avx             alphax          phimvx          phicx           phix            
qq              tip             alp             ancomx          alcomx          
alx             altd            altcom          wp_grdrange     wp_flag         
range_go        STBG1           STBG2           STBG3           time_go         
psisbx          thtsbx          mtargeting      
184.474         9.69644         90              0               1.01591         
0               3.2299          9.75476         9.83309         9.75476         
0.0301037       1.81312         0.0563724       1.01426         0.0872609       
0.171432        -49.9961        5000            27855.4         0               
0               0               0               0               0               
0               0               0               
121.2           -0.840958       1.68647         -9.78315        22023.7         
0.776847        14.9651         35.4464         5262.49         248.218         
40.63           -11.62          5166.05         24034.2         1737.51         
184.519         158.32          49.9962         5               133.777         
184.351         9.66899         90              0               1.01586         
0               3.21837         9.78945         9.86714         9.78945         
0.030088        1.80868         0.0561712       1.01438         0.0875589       
0.172027        -49.9962        5000            27812.3         0               
0               0               0               0               0               
0               0               0               
121.4           -0.843959       1.69231         -9.78191        22087.4         
0.777446        14.9655         35.4467         5252.49         248.441         
40.7115         -11.6095        5202.95         24065.9         1747.51         
184.467         158.731         49.9964         5               133.777         
184.23          9.64172         90              0               1.01584         
0               3.20707         9.82381         9.90068         9.82381         
0.0300733       1.80427         0.0559739       1.01451         0.0878551       
0.172622        -49.9964        5000            27769.1         0               
0               0               0               0               0               
0               0               0               
121.6           -0.846988       1.69814         -9.78099        22151.1         
0.778043        14.9658         35.4471         5242.49         248.663         
40.7931         -11.5991        5239.84         24097.7         1757.51         
184.412         159.142         49.9967         5               133.777         
184.109         9.61464         90              0               1.01586         
0               3.19598         9.85778         9.93372         9.85778         
0.0300589       1.79988         0.0557804       1.01464         0.0881498       
0.173216        -49.9967        5000            27725.8         0               
0               0               0               0               0               
0               0               0               
121.8           -0.850044       1.70395         -9.78037        22214.8         
0.778637        14.9662         35.4474         5232.49         248.885         
40.875          -11.5887        5276.72         24129.6         1767.51         
184.355         159.553         49.997          5               133.777         
183.99          9.58774         90              0               1.01591         
0               3.18508         9.89132         9.9663          9.89132         
0.0300438       1.79551         0.0555902       1.01477         0.0884431       
0.173809        -49.997         5000            27682.5         0               
0               0               0               0               0               
0               0               0               
122             -0.853122       1.70973         -9.78           22278.4         
0.779227        14.9665         35.4477         5222.49         249.105         
40.957          -11.5783        5313.58         24161.5         1777.51         
184.296         159.964         49.9971         5               133.777         
183.872         9.561           90              0               1.01598         
0               3.17436         9.92445         9.99852         9.92445         
0.0300277       1.79117         0.055403        1.01489         0.0887353       
0.174397        -49.9971        5000            27639.2         0               
0               0               0               0               0               
0               0               0               
122.2           -0.856217       1.71547         -9.7798         22342           
0.779815        14.9669         35.4481         5212.49         249.324         
41.0393         -11.568         5350.44         24193.6         1787.51         
184.235         160.375         49.9972         5               133.777         
183.755         9.53442         90              0               1.01607         
0               3.16377         9.95719         10.0305         9.95719         
0.0300099       1.78685         0.0552182       1.015           0.0890266       
0.174983        -49.9972        5000            27595.8         0               
0               0               0               0               0               
0               0               0               
122.4           -0.859325       1.72118         -9.77972        22405.6         
0.780399        14.9672         35.4484         5202.49         249.543         
41.1217         -11.5577        5387.28         24225.7         1797.51         
184.172         160.787         49.9971         5               133.778         
183.64          9.50796         90              0               1.01617         
0               3.1533          9.98961         10.0622         9.98961         
0.0299904       1.78256         0.0550355       1.0151          0.0893176       
0.175564        -49.9971        5000            27552.3         0               
0               0               0               0               0               
0               0               0               
122.6           -0.862441       1.72685         -9.77969        22469.1         
0.78098         14.9676         35.4487         5192.5          249.76          
41.2043         -11.5475        5424.1          24257.9         1807.5          
184.107         161.198         49.9969         5               133.778         
183.525         9.48162         90              0               1.01628         
0               3.14292         10.0218         10.094          10.0218         
0.029969        1.77828         0.0548542       1.01517         0.0896086       
0.176141        -49.9969        5000            27508.8         0               
0               0               0               0               0               
0               0               0               
122.8           -0.865561       1.73248         -9.77965        22532.6         
0.781558        14.9679         35.4491         5182.5          249.977         
41.2872         -11.5372        5460.92         24290.2         1817.5          
184.04          161.61          49.9965         5               133.778         
183.412         9.45537         90              0               1.01638         
0               3.13259         10.0538         10.1257         10.0538         
0.0299459       1.77404         0.0546741       1.01523         0.0898998       
0.176716        -49.9965        5000            27465.2         0               
0               0               0               0               0               
0               0               0               
123             -0.868681       1.73809         -9.77955        22596.1         
0.782133        14.9683         35.4494         5172.5          250.192         
41.3702         -11.527         5497.72         24322.5         1827.5          
183.971         162.022         49.9959         5               133.778         
183.3           9.4292          90              0               1.01648         
0               3.12232         10.0858         10.1576         10.0858         
0.0299212       1.76981         0.0544947       1.01527         0.0901918       
0.177287        -49.9959        5000            27421.6         0               
0               0               0               0               0               
0               0               0               
123.2           -0.872693       1.74603         -9.79253        22659.5         
0.782705        14.9686         35.4497         5162.5          250.407         
41.4534         -11.5168        5534.51         24355           1837.5          
183.9           162.434         49.9948         5               133.778         
183.189         9.40781         90              0               1.01794         
0               3.13649         10.117          10.1757         10.117          
0.0394451       1.76561         0.0547421       1.14486         0.0904816       
0.178097        -49.9948        5000            27377.9         0               
0               0               0               0               0               
0               0               0               
123.4           -0.905492       1.82032         -10.2141        22722.7         
0.783269        14.969          35.4501         5152.5          250.618         
41.5381         -11.4986        5571.28         24387.5         1847.5          
183.826         162.854         49.9592         5               133.778         
183.08          9.51828         90              0               1.06181         
0               3.36076         10.0776         9.7554          10.0776         
0.0625488       1.76144         0.0586563       1.45172         0.0904794       
0.185674        -49.9592        5000            27334.2         0               
0               0               0               0               0               
0               0               0               
123.6           -0.988787       1.95649         -11.2206        22784.2         
0.783804        14.9694         35.4504         5142.52         250.817         
41.628          -11.4476        5608.04         24420.1         1857.48         
183.749         163.301         49.7798         5               133.778         
182.98          9.7081          90              0               1.16585         
0               3.8092          9.79006         8.78298         9.79006         
0.0840693       1.75737         0.0664831       1.74168         0.0894346       
0.199562        -49.7798        5000            27290.4         0               
0               0               0               0               0               
0               0               0               
123.8           -1.13439        2.09697         -12.7041        22841.9         
0.784273        14.9697         35.4507         5132.61         250.991         
41.7243         -11.3393        5644.78         24452.8         1867.39         
183.672         163.786         49.3497         5               133.778         
182.899         9.76326         90              0               1.31831         
0               4.43088         9.19927         7.55858         9.19927         
0.102582        1.75353         0.0773334       2.00167         0.0870234       
0.213891        -49.3497        5000            27246.5         0               
0               0               0               0               0               
0               0               0               
124             -1.35199        2.1962          -14.5255        22892.9         
0.78463         14.9701         35.451          5122.81         251.125         
41.8263         -11.1554        5681.51         24485.6         1877.19         
183.595         164.305         48.5855         5               133.778         
182.85          9.56135         90              0               1.50475         
0               5.16698         8.37699         6.35049         8.37699         
0.117101        1.75009         0.0901809       2.22153         0.0834461       
0.224012        -48.5855        5000            27202.6         0               
0               0               0               0               0               
0               0               0               
124.2           -1.64122        2.22934         -16.5294        22933.9         
0.784824        14.9704         35.4514         5113.2          251.202         
41.9312         -10.8841        5718.22         24518.5         1886.8          
183.52          164.843         47.4327         5               133.778         
182.846         9.13526         90              0               1.70947         
0               5.95671         7.44429         5.30984         7.44429         
0.127071        1.74724         0.103964        2.39443         0.0792579       
0.227391        -47.4327        5000            27158.6         0               
0               0               0               0               0               
0               0               0               
124.4           -1.98755        2.19366         -18.5589        22961.7         
0.784805        14.9708         35.4517         5103.86         251.207         
42.036          -10.5207        5754.91         24551.6         1896.14         
183.441         165.38          45.8679         5               133.778         
182.903         8.60279         90              0               1.91685         
0               6.74215         6.51358         4.49002         6.51358         
0.132317        1.74518         0.117673        2.51657         0.0751468       
0.223751        -45.8679        5000            27114.5         0               
0               0               0               0               0               
0               0               0               
124.6           -2.36297        2.10305         -20.469         22973.8         
0.784533        14.9712         35.452          5094.88         251.127         
42.1376         -10.0673        5791.59         24584.7         1905.12         
183.353         165.89          43.8984         5               133.778         
183.029         8.07553         90              0               2.11242         
0               7.47185         5.66459         3.88962         5.66459         
0.13298         1.74406         0.130408        2.58694         0.0717364       
0.214508        -43.8984        5000            27070.4         0               
0               0               0               0               0               
0               0               0               
124.8           -2.73052        1.97956         -22.1374        22968.5         
0.783989        14.9715         35.4524         5086.33         250.958         
42.234          -9.53231        5828.25         24617.9         1913.67         
183.245         166.355         41.5596         5               133.778         
183.232         7.6221          90              0               2.28372         
0               8.10336         4.9427          3.4839          4.9427          
0.129453        1.744           0.14143         2.60711         0.0694617       
0.201912        -41.5596        5000            27026.2         0               
0               0               0               0               0               
0               0               0               
125             -3.0513         1.84585         -23.4712        22945.9         
0.783174        14.9719         35.4527         5078.28         250.703         
42.3244         -8.92864        5864.89         24651.2         1921.72         
183.11          166.759         38.9101         5               133.778         
183.509         7.27289         90              0               2.42104         
0               8.60464         4.36659         3.24218         4.36659         
0.122324        1.745           0.150179        2.58102         0.0685275       
0.188273        -38.9101        5000            26981.9         0               
0               0               0               0               0               
0               0               0               
125.2           -3.29163        1.72028         -24.4098        22907.5         
0.782117        14.9723         35.453          5070.78         250.371         
42.4086         -8.27284        5901.49         24684.6         1929.22         
182.939         167.097         36.0251         5               133.778         
183.851         7.03582         90              0               2.51783         
0               8.95472         3.93734         3.13588         3.93734         
0.112319        1.74701         0.156289        2.51459         0.0689296       
0.175465        -36.0251        5000            26937.6         0               
0               0               0               0               0               
0               0               0               
125.4           -3.42865        1.6148          -24.9253        22855.8         
0.780866        14.9726         35.4534         5063.88         249.98          
42.4875         -7.58344        5938.06         24718.1         1936.12         
182.729         167.367         32.9898         5               133.779         
184.246         6.90857         90              0               2.57088         
0               9.14344         3.64628         3.14169         3.64628         
0.100235        1.74986         0.159583        2.41517         0.0705119       
0.164706        -32.9898        5000            26893.3         0               
0               0               0               0               0               
0               0               0               
125.6           -3.45318        1.53505         -25.019         22794.5         
0.779482        14.973          35.4537         5057.59         249.549         
42.5621         -6.87967        5974.58         24751.6         1942.41         
182.481         167.577         29.8921         5               133.779         
184.675         6.88548         90              0               2.58012         
0               9.1707          3.48059         3.24232         3.48059         
0.0868882       1.75337         0.160059        2.29098         0.0730316       
0.156571        -29.8921        5000            26848.9         0               
0               0               0               0               0               
0               0               0               
125.8           -3.36973        1.48166         -24.7169        22727.5         
0.778032        14.9734         35.454          5051.92         249.101         
42.6335         -6.18025        6011.05         24785.1         1948.08         
182.198         167.737         26.8173         5               133.779         
185.119         6.96052         90              0               2.54816         
0               9.04515         3.42692         3.42621         3.42692         
0.073066        1.7573          0.157868        2.15047         0.0762182       
0.151126        -26.8173        5000            26804.6         0               
0               0               0               0               0               
0               0               0               
126             -3.19412        1.452           -24.0638        22658.5         
0.77658         14.9738         35.4543         5046.85         248.654         
42.7032         -5.50236        6047.46         24818.7         1953.15         
181.888         167.86          23.8426         5               133.779         
185.56          7.12792         90              0               2.47974         
0               8.78267         3.47353         3.68686         3.47353         
0.0594895       1.76142         0.153287        2.00184         0.0798151       
0.1481          -23.8426        5000            26760.3         0               
0               0               0               0               0               
0               0               0               
126.2           -2.94966        1.4418          -23.1179        22590.9         
0.775181        14.9741         35.4547         5042.37         248.227         
42.7719         -4.86092        6083.81         24852.2         1957.63         
181.559         167.96          21.034          5               133.779         
185.983         7.38143         90              0               2.38105         
0               8.40466         3.61139         4.02189         3.61139         
0.0467864       1.76552         0.146689        1.8526          0.0836041       
0.147059        -21.034         5000            26716           0               
0               0               0               0               0               
0               0               0               
126.4           -2.66298        1.44641         -21.9451        22527.2         
0.773876        14.9745         35.455          5038.43         247.83          
42.8406         -4.26807        6120.08         24885.8         1961.57         
181.217         168.047         18.4443         5               133.779         
186.376         7.71249         90              0               2.25911         
0               7.93634         3.83449         4.43209         3.83449         
0.0354717       1.76942         0.138515        1.70928         0.0874148       
0.147529        -18.4443        5000            26671.7         0               
0               0               0               0               0               
0               0               0               
126.6           -2.36018        1.46168         -20.6147        22469           
0.772691        14.9749         35.4553         5034.97         247.472         
42.9097         -3.73289        6156.29         24919.5         1965.03         
180.871         168.133         16.1117         5               133.779         
186.731         8.10773         90              0               2.12127         
0               7.40506         4.13966         4.92016         4.13966         
0.0259362       1.77303         0.129243        1.57726         0.0911227       
0.149086        -16.1117        5000            26627.4         0               
0               0               0               0               0               
0               0               0               
126.8           -2.06382        1.48438         -19.1958        22417.2         
0.771639        14.9752         35.4556         5031.96         247.155         
42.9799         -3.26122        6192.43         24953.1         1968.04         
180.524         168.223         14.0602         5               133.779         
187.047         8.54628         90              0               1.97478         
0               6.83873         4.52597         5.48905         4.52597         
0.01844         1.77626         0.119358        1.46064         0.0946417       
0.151401        -14.0602        5000            26583.2         0               
0               0               0               0               0               
0               0               0               
127             -1.79113        1.5124          -17.7541        22371.9         
0.770719        14.9756         35.456          5029.33         246.879         
43.0512         -2.85583        6228.5          24986.7         1970.67         
180.181         168.323         12.3002         5               133.779         
187.322         8.99794         90              0               1.82645         
0               6.26435         4.99357         6.13967         4.99357         
0.0131131       1.77911         0.109334        1.36226         0.0979122       
0.154259        -12.3002        5000            26539           0               
0               0               0               0               0               
0               0               0               
127.2           -1.55359        1.54478         -16.3499        22332.8         
0.769921        14.976          35.4563         5027.02         246.639         
43.124          -2.51649        6264.5          25020.4         1972.98         
179.842         168.435         10.8292         5               133.779         
187.562         9.42279         90              0               1.68249         
0               5.70673         5.54197         6.86736         5.54197         
0.00995746      1.78151         0.0996012       1.28369         0.10089         
0.157562        -10.8292        5000            26494.8         0               
0               0               0               0               0               
0               0               0               
127.4           -1.3587         1.58165         -15.0381        22298.9         
0.769229        14.9764         35.4566         5024.98         246.431         
43.1985         -2.24025        6300.44         25054.1         1975.02         
179.508         168.56          9.63297         5               133.779         
187.769         9.76745         90              0               1.5485          
0               5.18709         6.16714         7.65659         6.16714         
0.00883843      1.78303         0.0905318       1.22526         0.103532        
0.161323        -9.63297        5000            26450.6         0               
0               0               0               0               0               
0               0               0               
127.6           -1.2036         1.62292         -13.855         22269.4         
0.768623        14.9767         35.4569         5023.15         246.249         
43.2748         -2.02207        6336.31         25087.8         1976.85         
179.176         168.698         8.68875         5               133.779         
187.951         10.0133         90              0               1.42811         
0               4.72284         6.85952         8.48326         6.85952         
0.00958583      1.78436         0.0824291       1.1863          0.105797        
0.165531        -8.68875        5000            26406.5         0               
0               0               0               0               0               
0               0               0               
127.8           -1.08547        1.66954         -12.8331        22243.3         
0.768085        14.9771         35.4573         5021.49         246.086         
43.3532         -1.85522        6372.11         25121.6         1978.51         
178.844         168.848         7.96681         5               133.779         
188.112         10.149          90              0               1.32457         
0               4.32706         7.60084         9.30497         7.60084         
0.0119164       1.78553         0.0755214       1.16527         0.107637        
0.170287        -7.96681        5000            26362.4         0               
0               0               0               0               0               
0               0               0               
128             -0.99949        1.72223         -11.9938        22219.8         
0.767599        14.9775         35.4576         5019.95         245.939         
43.4339         -1.73172        6407.85         25155.4         1980.05         
178.511         169.01          7.43216         5               133.779         
188.259         10.1886         90              0               1.23999         
0               4.00795         8.36125         10.0645         8.36125         
0.0154893       1.78658         0.0699518       1.15987         0.108996        
0.175661        -7.43216        5000            26318.3         0               
0               0               0               0               0               
0               0               0               
128.2           -0.940099       1.78087         -11.3471        22198.1         
0.767149        14.9778         35.4579         5018.51         245.801         
43.5173         -1.64282        6443.51         25189.2         1981.49         
178.174         169.183         7.04682         5               133.779         
188.394         10.1648         90              0               1.17532         
0               3.76883         9.09934         10.6973         9.09934         
0.0199277       1.78753         0.0657784       1.16717         0.109811        
0.181642        -7.04682        5000            26274.1         0               
0               0               0               0               0               
0               0               0               
128.4           -0.902013       1.84404         -10.8925        22177.6         
0.766724        14.9782         35.4582         5017.13         245.671         
43.6036         -1.57956        6479.11         25223.1         1982.87         
177.83          169.366         6.77193         5               133.78          
188.522         10.1166         90              0               1.13036         
0               3.6084          9.76598         11.1446         9.76598         
0.0248419       1.78843         0.0629784       1.18384         0.110031        
0.188085        -6.77193        5000            26230           0               
0               0               0               0               0               
0               0               0               
128.6           -0.88075        1.90868         -10.6194        22157.8         
0.766313        14.9786         35.4585         5015.79         245.544         
43.6929         -1.5332         6514.65         25257           1984.21         
177.478         169.559         6.56983         5               133.78          
188.645         10.0755         90              0               1.10393         
0               3.52121         10.3121         11.3688         10.3121         
0.0298512       1.7893          0.0614567       1.20635         0.109622        
0.194677        -6.56983        5000            26185.9         0               
0               0               0               0               0               
0               0               0               
128.8           -0.872777       1.97024         -10.509         22138.3         
0.765909        14.979          35.4589         5014.5          245.419         
43.7852         -1.4957         6550.11         25290.9         1985.5          
177.117         169.762         6.40589         5               133.78          
188.766         10.0583         90              0               1.09395         
0               3.49835         10.6989         11.3645         10.6989         
0.0346075       1.79015         0.0610578       1.23124         0.108591        
0.200957        -6.40589        5000            26141.9         0               
0               0               0               0               0               
0               0               0               
129             -0.875337       2.02336         -10.5358        22118.7         
0.765505        14.9793         35.4592         5013.23         245.293         
43.8803         -1.46003        6585.49         25324.9         1986.77         
176.747         169.971         6.24994         5               133.78          
188.888         10.067          90              0               1.09767         
0               3.52829         10.9056         11.1595         10.9056         
0.0388164       1.79101         0.0615803       1.25533         0.106994        
0.206375        -6.24994        5000            26097.8         0               
0               0               0               0               0               
0               0               0               
129.2           -0.886138       2.06288         -10.6695        22098.7         
0.765094        14.9797         35.4595         5012            245.164         
43.9776         -1.42047        6620.8          25358.9         1988            
176.369         170.184         6.07748         5               133.78          
189.011         10.0937         90              0               1.11188         
0               3.59788         10.934          10.8054         10.934          
0.0422546       1.79189         0.0627949       1.27597         0.104939        
0.210405        -6.07748        5000            26053.7         0               
0               0               0               0               0               
0               0               0               
129.4           -0.903023       2.08498         -10.8772        22077.8         
0.764671        14.9801         35.4598         5010.8          245.031         
44.0764         -1.37281        6656.04         25392.9         1989.2          
175.983         170.399         5.87039         5               133.78          
189.137         10.1269         90              0               1.13321         
0               3.69336         10.8062         10.3638         10.8062         
0.0447787       1.79281         0.0644614       1.29116         0.102578        
0.212659        -5.87039        5000            26009.6         0               
0               0               0               0               0               
0               0               0               
129.6           -0.923759       2.08801         -11.1258        22055.9         
0.764233        14.9805         35.4601         5009.65         244.893         
44.1759         -1.31433        6691.2          25427           1990.35         
175.592         170.612         5.6172          5               133.78          
189.267         10.1569         90              0               1.15829         
0               3.80134         10.5583         9.89388         10.5583         
0.0463253       1.79378         0.0663459       1.29962         0.100094        
0.212969        -5.6172         5000            25965.5         0               
0               0               0               0               0               
0               0               0               
129.8           -0.945983       2.07278         -11.3841        22032.8         
0.763776        14.9808         35.4604         5008.56         244.748         
44.2751         -1.24385        6726.28         25461.2         1991.44         
175.198         170.82          5.31291         5               133.78          
189.402         10.178          90              0               1.18405         
0               3.90958         10.2329         9.44441         10.2329         
0.0469039       1.79482         0.0682351       1.30073         0.0976693       
0.211415        -5.31291        5000            25921.5         0               
0               0               0               0               0               
0               0               0               
130             -0.967293       2.04219         -11.6249        22008.4         
0.763298        14.9812         35.4608         5007.53         244.597         
44.3733         -1.16157        6761.28         25495.4         1992.47         
174.802         171.019         4.95841         5               133.78          
189.543         10.1895         90              0               1.2078          
0               4.00766         9.87241         9.05044         9.87241         
0.046585        1.79592         0.0699469       1.29451         0.0954706       
0.208295        -4.95841        5000            25877.4         0               
0               0               0               0               0               
0               0               0               
130.2           -0.985446       2.00056         -11.826         21982.5         
0.7628          14.9816         35.4611         5006.58         244.438         
44.4698         -1.06881        6796.2          25529.6         1993.42         
174.406         171.207         4.55956         5               133.78          
189.689         10.1933         90              0               1.22739         
0               4.08733         9.51394         8.73416         9.51394         
0.0454859       1.79711         0.0713374       1.28143         0.0936275       
0.204048        -4.55956        5000            25833.4         0               
0               0               0               0               0               
0               0               0               
130.4           -0.998586       1.95276         -11.9711        21955.2         
0.762282        14.982          35.4614         5005.71         244.274         
44.5643         -0.967843       6831.04         25563.8         1994.29         
174.011         171.385         4.12609         5               133.78          
189.841         10.1931         90              0               1.24126         
0               4.14275         9.18727         8.50711         9.18727         
0.0437568       1.79837         0.0723045       1.26237         0.0922239       
0.199173        -4.12609        5000            25789.3         0               
0               0               0               0               0               
0               0               0               
130.6           -1.00543        1.90348         -12.0502        21926.8         
0.761747        14.9824         35.4617         5004.93         244.103         
44.6565         -0.861529       6865.8          25598.1         1995.07         
173.619         171.55          3.67033         5               133.78          
189.997         10.1922         90              0               1.24847         
0               4.17048         8.91398         8.37295         8.91398         
0.041567        1.79971         0.0727885       1.23852         0.0912963       
0.194147        -3.67033        5000            25745.3         0               
0               0               0               0               0               
0               0               0               
130.8           -1.0054         1.85669         -12.0592        21897.3         
0.761198        14.9827         35.462          5004.24         243.929         
44.7465         -0.753078       6900.49         25632.5         1995.76         
173.23          171.704         3.20603         5               133.78          
190.156         10.1924         90              0               1.24864         
0               4.1694          8.70813         8.32986         8.70813         
0.0390933       1.8011          0.0727697       1.2112          0.0908389       
0.189374        -3.20603        5000            25701.3         0               
0               0               0               0               0               
0               0               0               
131             -0.998609       1.81531         -11.9993        21867           
0.76064         14.9831         35.4623         5003.65         243.751         
44.8345         -0.64577        6935.09         25666.8         1996.35         
172.844         171.849         2.74721         5               133.78          
190.318         10.1942         90              0               1.24192         
0               4.14046         8.5773          8.3724          8.5773          
0.0365087       1.80255         0.0722646       1.18187         0.0908118       
0.185154        -2.74721        5000            25657.3         0               
0               0               0               0               0               
0               0               0               
131.2           -0.985782       1.78126         -11.8761        21836.1         
0.760076        14.9835         35.4626         5003.14         243.572         
44.9208         -0.542727       6969.62         25701.2         1996.86         
172.461         171.985         2.30717         5               133.78          
190.48          10.1961         90              0               1.22891         
0               4.08635         8.5239          8.49267         8.5239          
0.033973        1.80404         0.0713202       1.15195         0.091152        
0.18168         -2.30717        5000            25613.3         0               
0               0               0               0               0               
0               0               0               
131.4           -0.968119       1.75547         -11.699         21805           
0.759511        14.9839         35.4629         5002.72         243.392         
45.0058         -0.446723       7004.08         25735.6         1997.28         
172.082         172.116         1.89766         5               133.781         
190.643         10.1957         90              0               1.21056         
0               4.01113         8.54625         8.68096         8.54625         
0.0316257       1.80555         0.0700074       1.12277         0.0917825       
0.179051        -1.89766        5000            25569.3         0               
0               0               0               0               0               
0               0               0               
131.6           -0.947087       1.73817         -11.4797        21773.7         
0.758948        14.9843         35.4632         5002.38         243.213         
45.0898         -0.360037       7038.46         25770           1997.62         
171.705         172.243         1.5283          5               133.781         
190.804         10.1899         90              0               1.18806         
0               3.91984         8.6395          8.92603         8.6395          
0.0295803       1.80708         0.0684141       1.09553         0.0926213       
0.177286        -1.5283         5000            25525.4         0               
0               0               0               0               0               
0               0               0               
131.8           -0.924229       1.72901         -11.2315        21742.5         
0.75839         14.9846         35.4635         5002.11         243.035         
45.1732         -0.28436        7072.76         25804.5         1997.89         
171.33          172.369         1.20618         5               133.781         
190.964         10.1762         90              0               1.16277         
0               3.81805         8.79619         9.21511         8.79619         
0.0279206       1.80862         0.0666376       1.07118         0.0935871       
0.176351        -1.20618        5000            25481.4         0               
0               0               0               0               0               
0               0               0               
132             -0.900995       1.72731         -10.9682        21711.6         
0.757839        14.985          35.4639         5001.89         242.86          
45.2564         -0.220745       7106.99         25839           1998.11         
170.956         172.494         0.935672        5               133.781         
191.122         10.1529         90              0               1.13608         
0               3.7115          9.00666         9.53387         9.00666         
0.0266994       1.81015         0.0647779       1.05047         0.0946038       
0.176178        -0.935672       5000            25437.5         0               
0               0               0               0               0               
0               0               0               
132.2           -0.878625       1.73219         -10.7033        21681           
0.757296        14.9854         35.4642         5001.73         242.687         
45.3398         -0.169603       7141.14         25873.5         1998.27         
170.584         172.62          0.718384        5               133.781         
191.277         10.12           90              0               1.10935         
0               3.60572         9.25929         9.86656         9.25929         
0.0259381       1.81168         0.0629316       1.03387         0.0956031       
0.176676        -0.718384       5000            25393.6         0               
0               0               0               0               0               
0               0               0               
132.4           -0.858081       1.74264         -10.4489        21650.8         
0.756761        14.9858         35.4645         5001.6          242.517         
45.4236         -0.130735       7175.22         25908           1998.4          
170.212         172.748         0.553363        5               133.781         
191.429         10.0792         90              0               1.0838          
0               3.5057          9.54076         10.1964         9.54076         
